"","hgnc_symbol","entrez_id"
"223540_at","PVRL4","81607"
"223543_at","PDZD4","57595"
"223544_at","TMEM79","84283"
"223545_at","FANCD2","2177"
"223548_at","SWT1","54823"
"223549_s_at","ESPN","83715"
"223551_at","PKIB","5570"
"223556_at","HELLS","3070"
"223557_s_at","TMEFF2","23671"
"223559_s_at","INIP","58493"
"223562_at","PARVG","64098"
"223568_s_at","PPAPDC1B","84513"
"223572_at","HHATL","57467"
"223573_s_at","PPP2R2C","5522"
"223576_at","C6orf203","51250"
"223581_at","ZNF577","84765"
"223583_at","TNFAIP8L2","79626"
"223588_at","THAP2","83591"
"223589_at","ZNF416","55659"
"223590_at","ZNF700","90592"
"223593_at","AADAT","51166"
"223594_at","TMEM117","84216"
"223595_at","TMEM133","83935"
"223597_at","ITLN1","55600"
"223600_s_at","KIAA1683","80726"
"223601_at","OLFM2","93145"
"223602_at","USP30","84749"
"223603_at","RNF112","7732"
"223604_at","GARNL3","84253"
"223609_at","ROPN1L","83853"
"223610_at","SEMA5B","54437"
"223615_at","ABI3","51225"
"223616_at","ZNF649","65251"
"223617_x_at","ATAD3B","83858"
"223620_at","GPR34","2857"
"223623_at","C2orf40","84417"
"223624_at","ZFAND4","93550"
"223625_at","FAM126A","84668"
"223626_x_at","IFI27L2","83982"
"223627_at","MEX3B","84206"
"223629_at","PCDHB5","26167"
"223630_at","C7orf13","129790"
"223631_s_at","C19orf33","64073"
"223634_at","RASD2","23551"
"223636_at","ZMYND12","84217"
"223637_s_at","FAM160A2","84067"
"223639_s_at","ZNRD1","30834"
"223640_at","HCST","10870"
"223642_at","ZIC2","7546"
"223644_s_at","CRYGS","1427"
"223647_x_at","HSCB","150274"
"223649_s_at","SLC25A39","51629"
"223651_x_at","LOC100131047","100131047"
"223653_x_at","CELF4","56853"
"223655_at","CD163L1","283316"
"223656_s_at","TMEM234","56063"
"223657_at","FAM167B","84734"
"223663_at","CCDC88B","283234"
"223665_at","ACTRT3","84517"
"223667_at","FKBP7","51661"
"223672_at","SGIP1","84251"
"223673_at","RFX4","5992"
"223676_at","DCDC2B","149069"
"223678_s_at","SFTPA1","653509"
"223680_at","ZNF607","84775"
"223682_s_at","EIF1AD","84285"
"223683_at","ZMYND15","84225"
"223687_s_at","LY6K","54742"
"223689_at","IGF2BP1","10642"
"223691_at","RGS22","26166"
"223693_s_at","RADIL","55698"
"223697_x_at","C9orf64","84267"
"223699_at","CNDP1","84735"
"223700_at","MND1","84057"
"223703_at","C10orf11","83938"
"223704_s_at","DMRT2","10655"
"223705_s_at","GPBP1","65056"
"223706_at","C22orf23","84645"
"223708_at","C1QTNF4","114900"
"223709_s_at","WNT10A","80326"
"223710_at","CCL26","10344"
"223714_at","ZNF256","10172"
"223717_s_at","ACRBP","84519"
"223719_s_at","RTBDN","83546"
"223720_at","SPINK7","84651"
"223724_s_at","STAG3L3","442578"
"223725_at","LINC00852","84657"
"223726_at","KCNH3","23416"
"223729_at","CECR2","27443"
"223730_at","GPC6","10082"
"223731_at","MYCBPAP","84073"
"223732_at","SLC23A1","9963"
"223734_at","MGARP","84709"
"223735_at","ARL6","84100"
"223737_x_at","CHST9","83539"
"223738_s_at","PGM2","55276"
"223740_at","AGPAT4-IT1","79992"
"223741_s_at","TTYH2","94015"
"223748_at","SLC4A11","83959"
"223749_at","C1QTNF2","114898"
"223752_at","CFC1B","653275"
"223753_s_at","CFC1","55997"
"223754_at","C2orf88","84281"
"223755_at","KIRREL2","84063"
"223759_s_at","GSG2","83903"
"223761_at","FGF19","9965"
"223762_at","TMOD4","29765"
"223766_at","BMS1P2","414216"
"223767_at","GPR84","53831"
"223768_at","SSR4P1","728039"
"223770_x_at","MRI1","84245"
"223771_at","FTLP10","100130017"
"223773_s_at","SNHG12","85028"
"223777_at","DDX11L10","100287029"
"223778_at","KIF9","64147"
"223781_x_at","ADH4","127"
"223782_s_at","TINAG","27283"
"223783_s_at","DBIL5P","100131454"
"223784_at","TMEM27","57393"
"223790_at","KATNAL1","84056"
"223791_at","FAM27C","100132948"
"223792_at","ZNF2","7549"
"223794_at","ARMC4","55130"
"223795_at","TSPAN10","83882"
"223798_at","SLC41A2","84102"
"223804_s_at","THUMPD3","25917"
"223805_at","OSBPL6","114880"
"223806_s_at","NAPSA","9476"
"223808_s_at","PTPMT1","114971"
"223809_at","RGS18","64407"
"223811_s_at","GET4","51608"
"223812_at","FAM178B","51252"
"223816_at","SLC46A2","57864"
"223817_at","LOC100996291","100996291"
"223820_at","RBP5","83758"
"223825_at","KIAA1432","57589"
"223827_at","TNFRSF19","55504"
"223828_s_at","LGALS12","85329"
"223829_at","TKTL2","84076"
"223832_s_at","CAPNS2","84290"
"223834_at","CD274","29126"
"223835_x_at","OTP","23440"
"223840_s_at","SPATA9","83890"
"223841_s_at","RFESD","317671"
"223847_s_at","ERGIC1","57222"
"223851_s_at","TNFRSF18","8784"
"223852_s_at","STK40","83931"
"223854_at","PCDHB10","56126"
"223860_at","ANKS3","124401"
"223861_at","HORMAD1","84072"
"223862_at","GHRL","51738"
"223864_at","ANKRD30A","91074"
"223865_at","SOX6","55553"
"223866_at","ARMC2","84071"
"223867_at","TEKT3","64518"
"223869_at","SOST","50964"
"223870_at","FBXW10","10517"
"223871_x_at","ING5","84289"
"223874_at","ACTR3C","653857"
"223875_s_at","EPC1","80314"
"223876_at","SPATA16","83893"
"223877_at","C1QTNF7","114905"
"223883_s_at","STK31","56164"
"223884_at","OPTC","26254"
"223889_at","ABCA10","10349"
"223891_at","KCNQ5","56479"
"223893_at","ENAM","10117"
"223896_at","FKSG29","100131561"
"223898_at","ZNF670","93474"
"223901_at","SYT3","84258"
"223903_at","TLR9","54106"
"223906_s_at","TEX101","83639"
"223907_s_at","PINX1","54984"
"223913_s_at","MIR7-3HG","284424"
"223917_s_at","SLC39A3","29985"
"223918_at","LOC728637","728637"
"223921_s_at","GBA2","57704"
"223924_at","TTC25","83538"
"223925_s_at","MTPN","136319"
"223926_at","KIF2B","84643"
"223928_s_at","GUCA1C","9626"
"223932_at","HIST1H2AG","8969"
"223935_at","TRPM5","29850"
"223939_at","SUCNR1","56670"
"223945_x_at","RP9P","441212"
"223950_s_at","FLYWCH1","84256"
"223953_s_at","ZBTB37","84614"
"223955_at","EFCAB4B","84766"
"223962_at","TTC29","83894"
"223967_at","ANGPTL6","83854"
"223969_s_at","RETNLB","84666"
"223971_at","OR2A20P","401428"
"223973_at","BIRC6","57448"
"223975_at","TRIM51","84767"
"223976_at","FUT10","84750"
"223977_s_at","LINC00470","56651"
"223978_s_at","CRLS1","54675"
"223983_s_at","C19orf12","83636"
"223984_s_at","NUPL1","9818"
"223985_at","FSD1L","83856"
"223987_at","CHRDL2","25884"
"223990_at","C4orf17","84103"
"223996_s_at","MRPL30","51263"
"223997_at","FNIP1","96459"
"223998_at","TTLL2","83887"
"224000_at","C2orf16","84226"
"224001_at","FAM135B","51059"
"224003_at","TTTY14","83869"
"224007_at","HSFY2","159119"
"224010_at","ANAPC11","51529"
"224013_s_at","SOX7","83595"
"224015_s_at","MRPS25","64432"
"224017_at","TBX22","50945"
"224020_at","LINC00626","79100"
"224021_at","RP1","6101"
"224023_s_at","BRK1","55845"
"224032_x_at","SPANXA1","30014"
"224039_at","FAM186B","84070"
"224040_at","TTTY5","83863"
"224041_at","TTTY6","84672"
"224048_at","USP44","84101"
"224049_at","KCNK17","89822"
"224053_s_at","SLC4A9","83697"
"224058_s_at","HSD17B7P2","158160"
"224059_s_at","NUMBL","9253"
"224070_at","AKR1C6P","389932"
"224071_at","IL20","50604"
"224072_s_at","KCNK9","51305"
"224078_at","HIATL2","84278"
"224079_at","IL17C","27189"
"224088_at","NMUR2","56923"
"224092_at","BARHL1","56751"
"224093_at","IFNK","56832"
"224111_x_at","KLF16","83855"
"224123_at","LINC00174","285908"
"224125_at","PLEKHN1","84069"
"224126_at","SLC10A7","84068"
"224129_s_at","DPY30","84661"
"224130_s_at","SRA1","10011"
"224131_at","HCAR1","27198"
"224135_at","WDR87","83889"
"224137_at","CACNG7","59284"
"224139_at","SHANK2-AS3","220070"
"224142_s_at","TTTY8B","100101118"
"224146_s_at","ABCC11","85320"
"224149_x_at","SLMAP","7871"
"224153_s_at","DHRS4-AS1","55449"
"224157_at","KAAG1","353219"
"224158_s_at","TRIQK","286144"
"224163_s_at","DMAP1","55929"
"224166_at","SLC25A2","83884"
"224167_at","SPZ1","84654"
"224169_at","NPFFR2","10886"
"224174_at","TTTY11","83866"
"224179_s_at","MIOX","55586"
"224180_x_at","WDPCP","51057"
"224184_s_at","BOC","91653"
"224191_x_at","ROPN1","54763"
"224195_at","TTTY12","83867"
"224198_at","CELA1","1990"
"224208_at","PLEKHA8","84725"
"224209_s_at","GDA","9615"
"224215_s_at","DLL1","28514"
"224227_s_at","BDP1","55814"
"224228_s_at","PRDM7","11105"
"224230_at","IL36B","27177"
"224239_at","DEFB103A","414325"
"224240_s_at","CCL28","56477"
"224242_at","GALP","85569"
"224243_at","APOA5","116519"
"224245_at","INGX","27160"
"224258_at","DBIL5P2","100169989"
"224259_at","WNT8A","7478"
"224262_at","IL1F10","84639"
"224263_x_at","ZAN","7455"
"224269_at","KRTAP4-12","83755"
"224271_x_at","FRMD8P1","83957"
"224272_at","RACGAP1P","83956"
"224273_at","C3orf20","84077"
"224274_at","FSCB","84075"
"224278_at","CYP4F30P","100132708"
"224280_s_at","MTFR1L","56181"
"224285_at","GPR174","84636"
"224289_s_at","VN1R10P","387316"
"224292_at","TTTY13","83868"
"224293_at","TTTY10","246119"
"224298_s_at","UBAC2","337867"
"224302_s_at","MRPS36","92259"
"224307_x_at","MAGI3","260425"
"224308_s_at","INTS2","57508"
"224321_at","MTRNR2L10","100463488"
"224323_s_at","MRO","83876"
"224326_s_at","PCGF6","84108"
"224327_s_at","DGAT2","84649"
"224328_s_at","LCE3D","84648"
"224329_s_at","CNFN","84518"
"224330_s_at","MRPL27","51264"
"224331_s_at","MRPL36","64979"
"224332_s_at","MRPL43","84545"
"224333_s_at","MRPS5","64969"
"224338_s_at","RNF26","79102"
"224339_s_at","ANGPTL1","9068"
"224347_x_at","UBE2J2","118424"
"224352_s_at","CFL2","1073"
"224355_s_at","MS4A8","83661"
"224360_s_at","PACSIN1","29993"
"224364_s_at","PPIL3","53938"
"224365_s_at","TIGD7","91151"
"224366_s_at","REPS1","85021"
"224367_at","BEX2","84707"
"224378_x_at","MAP1LC3A","84557"
"224379_at","FTHL17","53940"
"224385_s_at","MOV10L1","54456"
"224390_s_at","RGS8","85397"
"224393_s_at","CECR6","27439"
"224397_s_at","TMTC1","83857"
"224401_s_at","FCRL4","83417"
"224408_at","MCHR2","84539"
"224409_s_at","TSSK6","83983"
"224411_at","PLA2G12B","84647"
"224413_s_at","TM2D2","83877"
"224414_s_at","CARD6","84674"
"224415_s_at","HINT2","84681"
"224417_at","LINC00499","100874047"
"224423_x_at","PMCHL2","5370"
"224424_x_at","ACTR3BP2","440888"
"224426_s_at","ACTR3BP5","399746"
"224428_s_at","CDCA7","83879"
"224431_s_at","SUV420H2","84787"
"224434_s_at","WDR83","84292"
"224435_at","FAM213A","84293"
"224436_s_at","NIPSNAP3A","25934"
"224438_at","DNAJC21","134218"
"224441_s_at","USP45","85015"
"224442_at","PHF6","84295"
"224443_at","LINC00467","84791"
"224447_s_at","MIEN1","84299"
"224448_s_at","MNF1","84300"
"224450_s_at","RIOK1","83732"
"224451_x_at","ARHGAP9","64333"
"224456_s_at","FOXD2-AS1","84793"
"224458_at","TMEM246","84302"
"224461_s_at","AIFM2","84883"
"224462_s_at","CHCHD6","84303"
"224463_s_at","C11orf70","85016"
"224465_s_at","WIBG","84305"
"224467_s_at","PDCD2L","84306"
"224468_s_at","C19orf48","84798"
"224470_at","SEC22C","9117"
"224476_s_at","MESP1","55897"
"224477_s_at","NUDT16L1","84309"
"224478_s_at","C7orf50","84310"
"224479_s_at","MRPL45","84311"
"224480_s_at","AGPAT9","84803"
"224482_s_at","RAB11FIP4","84440"
"224483_s_at","MFSD9","84804"
"224484_s_at","BRMS1L","84312"
"224485_s_at","SLC30A2","7780"
"224486_s_at","C15orf41","84529"
"224492_s_at","ZNF627","199692"
"224493_x_at","TMEM241","85019"
"224495_at","TMEM107","84314"
"224500_s_at","MON1A","84315"
"224501_at","C1orf170","84808"
"224504_s_at","BUD13","84811"
"224505_s_at","PLCD4","84812"
"224506_s_at","PPAPDC3","84814"
"224511_s_at","TXNDC17","84817"
"224512_s_at","LSMD1","84316"
"224513_s_at","UBQLN4","56893"
"224518_s_at","ZNF559","84527"
"224521_s_at","CCDC77","84318"
"224523_s_at","CMSS1","84319"
"224524_s_at","GPR75-ASB3","100302652"
"224529_s_at","NT5C1A","84618"
"224530_s_at","KCNIP4","80333"
"224531_at","GPR61","83873"
"224536_s_at","PCDHGC5","56097"
"224540_at","LACRT","90070"
"224542_s_at","NFATC2","4773"
"224548_at","HES7","84667"
"224552_s_at","KCNK4","50801"
"224569_s_at","IRF2BP2","359948"
"224573_at","RNASEK-C17orf49","100529209"
"224578_at","RCC2","55920"
"224595_at","SLC44A1","23446"
"224601_at","SNHG16","100507246"
"224602_at","C4orf3","401152"
"224607_s_at","SRP68","6730"
"224608_s_at","VPS25","84313"
"224609_at","SLC44A2","57153"
"224610_at","SNHG1","23642"
"224622_at","TBC1D14","57533"
"224623_at","LOC728554","728554"
"224624_at","LRRC8A","56262"
"224626_at","SLC35A4","113829"
"224628_at","ERLEC1","27248"
"224631_at","ZFP91","80829"
"224633_s_at","APOA1BP","128240"
"224637_at","OST4","100128731"
"224638_at","SPPL3","121665"
"224641_at","FYTTD1","84248"
"224647_at","CCNY","219771"
"224657_at","ERRFI1","54206"
"224659_at","SEPN1","57190"
"224660_at","PYURF","100996939"
"224666_at","NSMCE1","197370"
"224668_at","SYS1","90196"
"224671_at","MRPL10","124995"
"224673_at","LENG8","114823"
"224674_at","TTYH3","80727"
"224676_at","TMED4","222068"
"224682_at","ANKIB1","54467"
"224683_at","FBXO18","84893"
"224684_at","SNX12","29934"
"224689_at","MANBAL","63905"
"224690_at","FAM210B","116151"
"224692_at","PPP1R15B","84919"
"224701_at","PARP14","54625"
"224702_at","TMEM167A","153339"
"224706_at","KIAA2013","90231"
"224707_at","CYSTM1","84418"
"224712_x_at","TPTEP1","387590"
"224713_at","MKI67IP","84365"
"224715_at","WDR34","89891"
"224716_at","SLC35B2","347734"
"224719_s_at","C12orf57","113246"
"224720_at","MIB1","57534"
"224721_at","WDR75","84128"
"224723_x_at","LINC00998","401397"
"224724_at","SULF2","55959"
"224727_at","EMC10","284361"
"224729_s_at","ATPAF1","64756"
"224732_at","CHTF8","54921"
"224735_at","CYB561A3","220002"
"224739_at","PIM3","415116"
"224740_at","SMIM15","643155"
"224742_at","ABHD12","26090"
"224746_at","KIAA1522","57648"
"224747_at","UBE2Q2","92912"
"224749_at","ITFG3","83986"
"224751_at","C7orf73","647087"
"224753_at","CDCA5","113130"
"224756_s_at","ABHD16A","7920"
"224759_s_at","C12orf23","90488"
"224764_at","ARHGAP21","57584"
"224765_at","MSL1","339287"
"224770_s_at","NAV1","89796"
"224779_s_at","FAM96A","84191"
"224782_at","ZMAT2","153527"
"224783_at","UBALD2","283991"
"224784_at","MLLT6","4302"
"224789_at","DCAF12","25853"
"224792_at","TNKS1BP1","85456"
"224794_s_at","CERCAM","51148"
"224797_at","ARRDC3","57561"
"224798_s_at","FAM219B","57184"
"224799_at","NDFIP2","54602"
"224800_at","WDFY1","57590"
"224803_s_at","LOC148413","148413"
"224807_at","GRAMD1A","57655"
"224810_s_at","ANKRD13A","88455"
"224812_at","HIBADH","11112"
"224814_at","DPP7","29952"
"224815_at","COMMD7","149951"
"224819_at","TCEAL8","90843"
"224821_at","ABHD14B","84836"
"224826_at","GPCPD1","56261"
"224827_at","UBTD2","92181"
"224828_at","CPEB4","80315"
"224836_at","TP53INP2","58476"
"224839_s_at","GPT2","84706"
"224846_at","SHKBP1","92799"
"224849_at","TTC17","55761"
"224850_at","ATAD1","84896"
"224855_at","PYCR2","29920"
"224858_at","ZDHHC5","25921"
"224867_at","MINOS1","440574"
"224870_at","DANCR","57291"
"224871_at","TPRG1L","127262"
"224882_at","ACSS1","84532"
"224885_s_at","KRTCAP2","200185"
"224886_at","JMJD8","339123"
"224887_at","GNPTG","84572"
"224890_s_at","LAMTOR4","389541"
"224903_at","CIRH1A","84916"
"224906_at","ANO6","196527"
"224909_s_at","PREX1","57580"
"224913_s_at","TIMM50","92609"
"224914_s_at","SARNP","84324"
"224915_x_at","ZFAS1","441951"
"224916_at","TMEM173","340061"
"224919_at","MRPS6","64968"
"224920_x_at","MYADM","91663"
"224926_at","EXOC4","60412"
"224927_at","PPP1R18","170954"
"224928_at","SETD7","80854"
"224932_at","CHCHD10","400916"
"224937_at","PTGFRN","5738"
"224938_at","NUFIP2","57532"
"224946_s_at","CCDC115","84317"
"224948_at","URGCP-MRPS24","100534592"
"224951_at","CERS5","91012"
"224962_at","C9orf69","90120"
"224966_s_at","DUS3L","56931"
"224968_at","CCDC104","112942"
"224969_at","ATXN7L3","56970"
"224972_at","ROMO1","140823"
"224974_at","SUDS3","64426"
"224977_at","C6orf89","221477"
"224980_at","LEMD2","221496"
"224981_at","TMEM219","124446"
"224991_at","CMIP","80790"
"224994_at","CAMK2D","817"
"225003_at","TMEM205","374882"
"225004_at","TMEM101","84336"
"225005_at","PHF13","148479"
"225014_at","SMIM20","389203"
"225016_at","APCDD1","147495"
"225017_at","CCDC14","64770"
"225020_at","DAB2IP","153090"
"225022_at","GOPC","57120"
"225024_at","RPRD1B","58490"
"225025_at","IGSF8","93185"
"225029_at","LOC550643","550643"
"225035_x_at","WASH3P","374666"
"225036_at","TOMM5","401505"
"225038_s_at","SURF6","6838"
"225043_at","SLC15A4","121260"
"225044_at","NT5C3B","115024"
"225046_at","LOC389831","389831"
"225049_at","BLOC1S2","282991"
"225052_at","TMEM203","94107"
"225058_at","GPR108","56927"
"225060_at","LRP11","84918"
"225063_at","UBL7","84993"
"225065_x_at","C17orf76-AS1","125144"
"225067_at","ULK3","25989"
"225074_at","RAB2B","84932"
"225075_at","PDRG1","81572"
"225081_s_at","CDCA7L","55536"
"225082_at","CPSF3","51692"
"225083_at","GTF3C6","112495"
"225085_at","USP40","55230"
"225090_at","SYVN1","84447"
"225091_at","ZCCHC3","85364"
"225096_at","COPRS","55352"
"225099_at","FBXO45","200933"
"225101_s_at","SNX14","57231"
"225104_at","ZNF598","90850"
"225105_at","C12orf75","387882"
"225111_s_at","NAPB","63908"
"225117_at","KANSL1","284058"
"225119_at","CHMP4B","128866"
"225120_at","PURB","5814"
"225123_at","SESN3","143686"
"225124_at","PPP1R9B","84687"
"225125_at","MMGT1","93380"
"225126_at","MRRF","92399"
"225128_at","KDELC2","143888"
"225129_at","CPNE2","221184"
"225130_at","ZRANB1","54764"
"225132_at","FBXL3","26224"
"225134_at","SPRYD3","84926"
"225143_at","SFXN4","119559"
"225145_at","NCOA5","57727"
"225146_at","FAM219A","203259"
"225148_at","RPS19BP1","91582"
"225150_s_at","RTKN","6242"
"225152_at","ZNF622","90441"
"225153_at","GFM1","85476"
"225154_at","SYAP1","94056"
"225155_at","SNHG5","387066"
"225156_at","ELOF1","84337"
"225164_s_at","EIF2AK4","440275"
"225165_at","PPP1R1B","84152"
"225169_at","INTS4","92105"
"225171_at","ARHGAP18","93663"
"225172_at","CRAMP1L","57585"
"225178_at","TTC14","151613"
"225186_at","RAPH1","65059"
"225192_at","CACUL1","143384"
"225194_at","PLRG1","5356"
"225196_s_at","MRPS26","64949"
"225201_s_at","MRPL14","64928"
"225203_at","PPP1R16A","84988"
"225204_at","PPTC7","160760"
"225206_s_at","MTRF1L","54516"
"225208_s_at","FAM103A1","83640"
"225212_at","SLC25A25","114789"
"225214_at","LOC100129034","100129034"
"225216_at","FAM199X","139231"
"225218_at","ZFYVE27","118813"
"225220_at","SNHG8","100093630"
"225222_at","HIAT1","64645"
"225226_at","STRIP1","85369"
"225228_at","DRAM2","128338"
"225235_at","TSPAN17","26262"
"225236_at","RBM18","92400"
"225241_at","CCDC80","151887"
"225244_at","SNAP47","116841"
"225246_at","STIM2","57620"
"225252_at","SRXN1","140809"
"225254_at","CCDC97","90324"
"225260_s_at","MRPL32","64983"
"225264_at","RARS2","57038"
"225271_at","TMEM63B","55362"
"225272_at","SAT2","112483"
"225279_s_at","C3orf17","25871"
"225282_at","SMAP2","64744"
"225283_at","ARRDC4","91947"
"225287_s_at","TMEM55B","90809"
"225292_at","COL27A1","85301"
"225294_s_at","TRAPPC1","58485"
"225295_at","SLC39A10","57181"
"225297_at","HAUS1","115106"
"225299_at","MYO5B","4645"
"225300_at","KNSTRN","90417"
"225302_at","TMX3","54495"
"225304_s_at","NDUFA11","126328"
"225305_at","SLC25A29","123096"
"225307_at","ZNF511","118472"
"225308_s_at","TANC1","85461"
"225309_at","PHF5A","84844"
"225312_at","COMMD6","170622"
"225313_at","FAM217B","63939"
"225314_at","OCIAD2","132299"
"225315_at","MRPL21","219927"
"225316_at","MFSD2A","84879"
"225317_at","ACBD6","84320"
"225319_s_at","FAM104A","84923"
"225320_at","MCU","90550"
"225323_at","CC2D1B","200014"
"225326_at","RBM27","54439"
"225327_at","FAM214A","56204"
"225328_at","FBXO32","114907"
"225329_at","FAM195B","348262"
"225333_at","ZNF496","84838"
"225334_at","C10orf32","119032"
"225341_at","MTERFD3","80298"
"225353_s_at","C1QC","714"
"225354_s_at","SH3BGRL2","83699"
"225355_at","NEURL1B","54492"
"225357_s_at","INO80","54617"
"225369_at","ESAM","90952"
"225370_at","PYGO2","90780"
"225372_at","C10orf54","64115"
"225374_at","TMEM199","147007"
"225378_at","VPS37A","137492"
"225380_at","PKDCC","91461"
"225381_at","MIR100HG","399959"
"225385_s_at","HNRNPLL","92906"
"225389_at","BTBD6","90135"
"225391_at","LOC93622","93622"
"225392_at","GFM2","84340"
"225393_at","GATAD2B","57459"
"225394_s_at","ZCRB1","85437"
"225395_s_at","FAM120AOS","158293"
"225397_at","C15orf57","90416"
"225399_at","TSEN15","116461"
"225403_at","RPP25L","138716"
"225411_at","TMEM87B","84910"
"225413_at","USMG5","84833"
"225414_at","RNF149","284996"
"225419_at","MPLKIP","136647"
"225420_at","GPAM","57678"
"225421_at","PM20D2","135293"
"225422_at","CDC26","246184"
"225432_s_at","CSRP2BP","57325"
"225434_at","DEDD2","162989"
"225436_at","ABHD17C","58489"
"225437_s_at","BRAT1","221927"
"225438_at","NUDCD1","84955"
"225444_at","UBN2","254048"
"225449_at","RDH13","112724"
"225450_at","AMOTL1","154810"
"225451_at","GRIPAP1","56850"
"225453_x_at","CCDC124","115098"
"225455_at","TADA1","117143"
"225457_s_at","PP7080","25845"
"225462_at","TMEM128","85013"
"225463_x_at","GPR89A","653519"
"225464_at","FRMD6","122786"
"225466_at","PATL1","219988"
"225470_at","NUP35","129401"
"225472_at","GPANK1","7918"
"225473_at","SOGA1","140710"
"225483_at","VPS26B","112936"
"225486_at","ARID2","196528"
"225487_at","TMEM18","129787"
"225499_at","RALGAPA2","57186"
"225500_x_at","SCAF1","58506"
