"","hgnc_symbol","entrez_id"
"214088_s_at","FUT3","2525"
"214095_at","SHMT2","6472"
"214098_at","KIAA1107","23285"
"214103_s_at","RAP2A","5911"
"214107_x_at","LOC440434","440434"
"214110_s_at","ZNF182","7569"
"214123_s_at","NOP14-AS1","317648"
"214128_at","DAGLA","747"
"214131_at","TXLNG2P","246126"
"214134_at","KIAA1211L","343990"
"214135_at","CLDN18","51208"
"214138_at","ZNF79","7633"
"214139_at","ARID4B","51742"
"214142_at","ZG16","653808"
"214146_s_at","PPBP","5473"
"214147_at","MROH7","374977"
"214148_at","LOC100507424","100507424"
"214151_s_at","DYX1C1-CCPG1","100533483"
"214156_at","MYRIP","25924"
"214158_s_at","PRDM10","56980"
"214171_s_at","U2AF2","11338"
"214183_s_at","TKTL1","8277"
"214186_s_at","HCG26","352961"
"214199_at","SFTPD","6441"
"214203_s_at","PRODH","5625"
"214220_s_at","ALMS1","7840"
"214222_at","DNAH7","56171"
"214226_at","PRSS53","339105"
"214228_x_at","TNFRSF4","7293"
"214236_at","CDC27","996"
"214253_s_at","DTNB","1838"
"214254_at","MAGEA4","4103"
"214265_at","ITGA8","8516"
"214267_s_at","CADM4","199731"
"214269_at","MFSD7","84179"
"214290_s_at","HIST2H2AA4","723790"
"214296_x_at","IZUMO4","113177"
"214317_x_at","RPS9","6203"
"214335_at","C11orf86","254439"
"214340_at","ALOX12P2","245"
"214341_at","ZNF532","55205"
"214342_at","ATXN7L1","222255"
"214344_at","LINC00950","92973"
"214348_at","TACR2","6865"
"214355_x_at","CTAGE8","100142659"
"214357_at","C1orf105","92346"
"214371_at","TSSK2","23617"
"214372_x_at","ERN2","10595"
"214377_s_at","CTRL","1506"
"214381_at","LOC441601","441601"
"214384_s_at","MBD6","114785"
"214385_s_at","GPR123","84435"
"214392_at","IRGC","56269"
"214408_s_at","RFPL3S","10737"
"214411_x_at","CTRB2","440387"
"214412_at","H2AFB2","474381"
"214414_x_at","HBA2","3040"
"214416_at","AMY2B","280"
"214418_at","CT62","196993"
"214419_s_at","CYP2C9","1559"
"214427_at","NOP2","4839"
"214428_x_at","C4A","720"
"214430_at","GLA","2717"
"214431_at","GMPS","8833"
"214432_at","ATP1A3","478"
"214433_s_at","SELENBP1","8991"
"214434_at","HSPA12A","259217"
"214435_x_at","RALA","5898"
"214436_at","FBXL2","25827"
"214438_at","HLX","3142"
"214440_at","NAT1","9"
"214445_at","ELL2","22936"
"214450_at","CTSW","1521"
"214454_at","ADAMTS2","9509"
"214455_at","HIST1H2BC","8347"
"214456_x_at","SAA1","6288"
"214457_at","HOXA2","3199"
"214458_at","TRAF3IP1","26146"
"214460_at","LSAMP","4045"
"214463_x_at","HIST1H4J","8363"
"214465_at","ORM2","5005"
"214466_at","GJA5","2702"
"214467_at","GPR65","8477"
"214469_at","HIST1H2AE","3012"
"214470_at","KLRB1","3820"
"214471_x_at","LHB","3972"
"214472_at","HIST1H3D","8351"
"214473_x_at","PMS2P3","5387"
"214476_at","TFF2","7032"
"214477_at","MLLT1","4298"
"214478_at","SPP2","6694"
"214479_at","GFRA3","2676"
"214481_at","HIST1H2AM","8336"
"214482_at","ZBTB25","7597"
"214483_s_at","ARFIP1","27236"
"214485_at","ODF1","4956"
"214489_at","FSHB","2488"
"214490_at","ARSF","416"
"214495_at","CACNG2","10369"
"214497_s_at","NHLH2","4808"
"214498_at","ASIP","434"
"214502_at","HIST1H2BJ","8970"
"214504_at","ABO","28"
"214509_at","HIST1H3I","8354"
"214510_at","GPR20","2843"
"214511_x_at","FCGR1B","2210"
"214516_at","HIST1H4B","8366"
"214517_at","KRTAP5-9","3846"
"214518_at","PDHA2","5161"
"214519_s_at","RLN2","6019"
"214520_at","FOXC2","2303"
"214523_at","CEBPE","1053"
"214524_at","GHRH","2691"
"214526_x_at","PMS2P1","5379"
"214529_at","TSHB","7252"
"214532_x_at","POU5F1B","5462"
"214533_at","CMA1","1215"
"214534_at","HIST1H1B","3009"
"214536_at","SLURP1","57152"
"214537_at","HIST1H1D","3007"
"214539_at","SERPINB10","5273"
"214540_at","HIST1H2BO","8348"
"214542_x_at","HIST1H2AI","8329"
"214546_s_at","P2RY11","5032"
"214547_at","ADCY10","55811"
"214553_s_at","ARPP19","10776"
"214554_at","HIST1H2AL","8332"
"214555_at","SSTR5","6755"
"214556_at","SSTR4","6754"
"214557_at","PTTG2","10744"
"214561_at","LILRP2","79166"
"214562_at","HIST1H4L","8368"
"214563_at","PCDHGC3","5098"
"214566_at","SMR3A","26952"
"214568_at","TPSD1","23430"
"214569_at","IFNA5","3442"
"214571_at","FGF3","2248"
"214575_s_at","AZU1","566"
"214576_at","KRT36","8689"
"214579_at","NIPAL3","57185"
"214581_x_at","TNFRSF21","27242"
"214583_at","RSC1A1","6248"
"214585_s_at","VPS52","6293"
"214595_at","KCNG1","3755"
"214598_at","CLDN8","9073"
"214602_at","COL4A4","1286"
"214604_at","HOXD11","3237"
"214605_x_at","GPR1","2825"
"214606_at","TSPAN2","10100"
"214607_at","PAK3","5063"
"214608_s_at","EYA1","2138"
"214609_at","PHOX2A","401"
"214612_x_at","MAGEA6","4105"
"214613_at","GPR3","2827"
"214614_at","MNX1","3110"
"214621_at","GYS2","2998"
"214622_at","CYP21A2","1589"
"214623_at","FBXW4P1","26226"
"214624_at","UPK1A","11045"
"214627_at","EPX","8288"
"214628_at","NHLH1","4807"
"214630_at","CYP11B2","1585"
"214631_at","ZBTB33","10009"
"214635_at","CLDN9","9080"
"214636_at","CALCB","797"
"214637_at","OSM","5008"
"214639_s_at","HOXA1","3198"
"214641_at","COL4A3","1285"
"214644_at","HIST1H2AK","8330"
"214646_at","HIST1H3J","8356"
"214652_at","DRD1","1812"
"214656_x_at","MYO1C","4641"
"214657_s_at","NEAT1","283131"
"214661_s_at","NOP14","8602"
"214666_x_at","IREB2","3658"
"214668_at","SPRYD7","57213"
"214670_at","ZKSCAN1","7586"
"214672_at","TTLL5","23093"
"214674_at","USP19","10869"
"214683_s_at","CLK1","1195"
"214686_at","ZNF266","10781"
"214690_at","TAF1B","9014"
"214691_x_at","FAM63B","54629"
"214693_x_at","NBPF10","100132406"
"214696_at","MIR22HG","84981"
"214700_x_at","RIF1","55183"
"214703_s_at","MAN2B2","23324"
"214705_at","LOC730668","730668"
"214710_s_at","CCNB1","891"
"214711_at","GATC","283459"
"214714_at","ZNF394","84124"
"214717_at","PKI55","150967"
"214719_at","SLC46A3","283537"
"214721_x_at","CDC42EP4","23580"
"214723_x_at","ANKRD36","375248"
"214725_at","SBSPON","157869"
"214729_at","TWISTNB","221830"
"214733_s_at","YIPF1","54432"
"214735_at","IPCEF1","26034"
"214740_at","PMFBP1","83449"
"214741_at","ZNF131","7690"
"214742_at","AZI1","22994"
"214749_s_at","ARMCX6","54470"
"214750_at","PLAC4","191585"
"214751_at","ZNF468","90333"
"214755_at","UAP1L1","91373"
"214757_at","SPDYE8P","389517"
"214760_at","ZNF337","26152"
"214761_at","ZNF423","23090"
"214762_at","ATP6V1G2","534"
"214764_at","RRP15","51018"
"214767_s_at","HSPB6","126393"
"214768_x_at","UBE2Z","65264"
"214772_at","KIAA1549L","25758"
"214774_x_at","TOX3","27324"
"214778_at","MEGF8","1954"
"214782_at","LOC100128682","100128682"
"214785_at","VPS13A","23230"
"214786_at","MAP3K1","4214"
"214791_at","SP140L","93349"
"214797_s_at","CDK18","5129"
"214807_at","PLXDC2","84898"
"214811_at","RIMBP2","23504"
"214816_x_at","C19orf40","91442"
"214819_at","IQSEC2","23096"
"214822_at","BRINP2","57795"
"214825_at","FAM155A","728215"
"214830_at","SLC38A6","145389"
"214834_at","PWAR5","8123"
"214838_at","SFT2D2","375035"
"214840_at","TOM1L2","146691"
"214841_at","CNIH3","149111"
"214846_s_at","ALPK3","57538"
"214849_at","KCTD20","222658"
"214850_at","SMA4","11039"
"214854_at","DOT1L","84444"
"214858_at","PP14571","100130449"
"214867_at","ZSWIM8-AS1","100507331"
"214868_at","PIWIL1","9271"
"214870_x_at","NPIPA5","100288332"
"214873_at","LRP5L","91355"
"214876_s_at","TUBGCP5","114791"
"214877_at","CDKAL1","54901"
"214878_at","ZNF37A","7587"
"214885_at","KAT8","84148"
"214889_at","FAM149A","25854"
"214899_at","ZNF780B","163131"
"214901_at","ZNF8","7554"
"214902_x_at","IKZF3","22806"
"214907_at","CEACAM21","90273"
"214913_at","ADAMTS3","9508"
"214922_at","ZNF484","83744"
"214923_at","MPP5","64398"
"214930_at","SLITRK5","26050"
"214936_at","LRCH1","23143"
"214940_s_at","SMG6","23293"
"214951_at","SLC26A10","65012"
"214954_at","SUSD5","26032"
"214965_at","SPATA2L","124044"
"214966_at","GRIK5","2901"
"214978_s_at","PPFIA4","8497"
"214980_at","TMEM43","79188"
"214983_at","TTTY15","64595"
"214984_at","MIR5009","100846993"
"214994_at","APOBEC3F","200316"
"215002_at","EIF5AL1","143244"
"215003_at","DGCR9","25787"
"215005_at","NECAB2","54550"
"215009_s_at","THAP9-AS1","100499177"
"215010_s_at","BRSK2","9024"
"215011_at","SNHG3","8420"
"215015_at","CCDC64","92558"
"215017_s_at","FNBP1L","54874"
"215019_x_at","ZNF528","84436"
"215022_x_at","ZNF33B","7582"
"215024_at","PAPOLG","64895"
"215042_at","BLOC1S5-TXNDC5","100526836"
"215047_at","TRIM58","25893"
"215048_at","ZNF280B","140883"
"215052_at","FRMPD4","9758"
"215058_at","DENND5B","160518"
"215068_s_at","FBXL18","80028"
"215069_at","AGBL2","79841"
"215075_s_at","GRB2","2885"
"215081_at","KIAA1024","23251"
"215084_s_at","LRRC42","115353"
"215087_at","BTBD10","84280"
"215094_at","SPICE1","152185"
"215100_at","ADTRP","84830"
"215104_at","NRIP2","83714"
"215105_at","N4BP2L2-IT2","116828"
"215106_at","TTC22","55001"
"215110_at","MBL1P","8512"
"215111_s_at","TSC22D1","8848"
"215112_x_at","MCF2L2","23101"
"215124_at","ZNF550","162972"
"215129_at","PIK3C2G","5288"
"215133_s_at","LOC100507387","100507387"
"215136_s_at","EXOSC8","11340"
"215140_at","C2orf73","129852"
"215142_at","CXorf27","25763"
"215145_s_at","CNTNAP2","26047"
"215153_at","NOS1AP","9722"
"215157_x_at","PABPC1","26986"
"215161_at","CAMK1G","57172"
"215166_at","IGSF9B","22997"
"215169_at","SLC35E2","9906"
"215170_s_at","CEP152","22995"
"215172_at","PTPN20B","26095"
"215174_at","FMO6P","388714"
"215181_at","CDH22","64405"
"215189_at","KRT86","3892"
"215204_at","SKA1","220134"
"215207_x_at","NUS1","116150"
"215210_s_at","DLST","1743"
"215218_s_at","WDR62","284403"
"215229_at","LOC100129973","100129973"
"215231_at","ADPRM","56985"
"215239_x_at","ZNF273","10793"
"215241_at","ANO3","63982"
"215246_at","MIR302B","442894"
"215251_at","AGPAT6","137964"
"215254_at","LINGO4","339398"
"215263_at","ZXDA","7789"
"215264_at","EMX1","2016"
"215267_s_at","SLC8A2","6543"
"215268_at","KIAA0754","643314"
"215270_at","LFNG","3955"
"215271_at","TNN","63923"
"215283_at","LINC00667","339290"
"215284_at","SMU1","55234"
"215288_at","TRPC2","7221"
"215289_at","ZNF749","388567"
"215293_s_at","PGAP2","27315"
"215297_at","LINC00310","114036"
"215302_at","LOC100507373","100507373"
"215309_at","ZNF674","641339"
"215315_at","ZNF549","256051"
"215319_at","ATP8B3","148229"
"215320_at","SPATA31C2","645961"
"215321_at","RUNDC3B","154661"
"215324_at","SEMA3D","223117"
"215327_at","LOC284801","284801"
"215328_at","EFR3B","22979"
"215353_at","GIMAP1-GIMAP5","100527949"
"215354_s_at","PELP1","27043"
"215356_at","ZNF444","55311"
"215359_x_at","ZNF44","51710"
"215367_at","KIAA1614","57710"
"215374_at","CNEP1R1","255919"
"215380_s_at","GGCT","79017"
"215387_x_at","SMYD4","114826"
"215389_s_at","TNNT2","7139"
"215395_x_at","PRSS3P2","154754"
"215397_x_at","LINC00338","654434"
"215401_at","SNTG1","54212"
"215402_at","ANAPC1P1","100286979"
"215404_x_at","TECPR1","25851"
"215416_s_at","STOML2","30968"
"215419_at","ZFR2","23217"
"215420_at","IHH","3549"
"215429_s_at","ZNF428","126299"
"215430_at","GK2","2712"
"215432_at","ACSM1","116285"
"215439_x_at","METTL21A","151194"
"215440_s_at","BEX4","56271"
"215448_at","ZNF329","79673"
"215449_at","TSPO2","222642"
"215452_x_at","SUMO4","387082"
"215456_at","NKX2-1-AS1","100506237"
"215459_at","TAX1BP3","30851"
"215461_at","ZNRF4","148066"
"215463_at","OR7E24","26648"
"215465_at","ABCA12","26154"
"215467_x_at","RGPD4","285190"
"215479_at","SLC6A18","348932"
"215480_at","PRORSD1P","344405"
"215484_at","AQP7P1","375719"
"215486_at","PRPS1L1","221823"
"215487_x_at","FAM182B","728882"
"215497_s_at","WDTC1","23038"
"215500_at","SNX29","92017"
"215501_s_at","DUSP10","11221"
"215503_at","SPINT3","10816"
"215506_s_at","DIRAS3","9077"
"215510_at","ETV2","2116"
"215513_at","HYMAI","57061"
"215516_at","LAMB4","22798"
"215518_at","STXBP5L","9515"
"215520_at","PYGO1","26108"
"215528_at","TIFA","92610"
"215532_x_at","ZNF492","57615"
"215535_s_at","AGPAT1","10554"
"215536_at","HLA-DQB2","3120"
"215538_at","LARGE","9215"
"215539_at","SULT1C2P1","151234"
"215540_at","DNAJC5","80331"
"215546_at","ZNF860","344787"
"215548_s_at","SCFD1","23256"
"215549_x_at","CTAGE9","643854"
"215556_at","TSG1","643432"
"215572_at","GOLGA6C","653641"
"215577_at","LOC100128593","100128593"
"215580_at","BIN3","55909"
"215582_x_at","LURAP1","541468"
"215588_x_at","OLA1","29789"
"215589_at","TRMT61B","55006"
"215590_x_at","ACVR2B-AS1","100128640"
"215595_x_at","RAB3IP","117177"
"215596_s_at","LTN1","26046"
"215603_x_at","GGT3P","2679"
"215604_x_at","PDDC1","347862"
"215607_x_at","SIN3A","25942"
"215608_at","ERI1","90459"
"215622_x_at","PHF7","51533"
"215629_s_at","DLEU2L","79469"
"215631_s_at","BRMS1","25855"
"215632_at","NEUROG2","63973"
"215635_at","ARHGEF26-AS1","100507524"
"215637_at","CEP41","95681"
"215645_at","YPEL5","51646"
"215654_at","AGMO","392636"
"215655_at","PCGF5","84333"
"215666_at","LOC389247","389247"
"215668_s_at","PLXNB1","5364"
"215670_s_at","SCAND2P","54581"
"215680_at","ADAT1","23536"
"215684_s_at","ASCC2","84164"
"215689_s_at","SHBG","6462"
"215693_x_at","DDX27","55661"
"215704_at","FLG","2312"
"215710_at","KIRREL3","84623"
"215712_s_at","IGFALS","3483"
"215718_s_at","PHF3","23469"
"215725_at","DGCR11","25786"
"215732_s_at","DTX2","113878"
"215735_s_at","TSC2","7249"
"215748_at","TM4SF19-TCTEX1D2","100534611"
"215749_s_at","GORASP1","64689"
"215756_at","LOC730227","730227"
"215759_at","ANKRD53","79998"
"215763_at","MIR5684","100847071"
"215767_at","ZNF804A","91752"
"215770_at","OR7E2P","8587"
"215776_at","INSRR","3645"
"215779_s_at","HIST1H2BG","8339"
"215782_at","RAB40AL","282808"
"215785_s_at","CYFIP2","26999"
"215793_at","MTMR7","9108"
"215803_at","MIR1290","100302276"
"215805_at","C6orf120","387263"
"215810_x_at","ZNF716","441234"
"215812_s_at","SLC6A10P","386757"
"215815_at","ATP5J2-PTCD1","100526740"
"215819_s_at","RHCE","6006"
"215823_x_at","RLIM","51132"
"215824_at","SPTY2D1","144108"
"215826_x_at","ZNF835","90485"
"215829_at","MIR4743","100616366"
"215833_s_at","SPPL2B","56928"
"215837_x_at","ASB6","140459"
"215850_s_at","LOC100294145","100294145"
"215862_at","LOC256880","256880"
"215871_at","JRKL-AS1","100874053"
"215880_at","GRWD1","83743"
"215884_s_at","UBQLN2","29978"
"215894_at","PTGDR","5729"
"215897_at","PTOV1-AS1","100506033"
"215905_s_at","SNRNP40","9410"
"215908_at","RASSF6","166824"
"215917_at","RAD21L1","642636"
"215920_s_at","PDXDC2P","283970"
"215922_at","TBC1D23","55773"
"215925_s_at","CD72","971"
"215927_at","ARFGEF2","10564"
"215929_at","LINC00837","100507605"
"215932_at","MAGEC3","139081"
"215935_at","SPATA31A7","26165"
"215941_at","TRMT5","57570"
"215944_at","PCAT1","100750225"
"215947_s_at","FAM136A","84908"
"215949_x_at","GPRIN1","114787"
"215951_at","LOC646938","646938"
"215960_at","SLC5A4","6527"
"215966_x_at","GK3P","2713"
"215970_at","LOC100130331","100130331"
"215973_at","HCG4B","80868"
"215978_x_at","LINC00921","283876"
"215980_s_at","IGHMBP2","3508"
"215983_s_at","UBXN8","7993"
"215985_at","HCG8","100507399"
"215989_at","CBX2","84733"
"215995_x_at","SLFNL1-AS1","100507178"
"216001_at","PRAMEF12","390999"
"216009_at","LOC100288181","100288181"
"216011_at","SLC39A9","55334"
"216013_at","ZXDB","158586"
"216018_at","RNF5P1","286140"
"216026_s_at","POLE","5426"
"216030_s_at","SEMG2","6407"
"216032_s_at","ERGIC3","51614"
"216034_at","ZNF280A","129025"
"216049_at","CASC4","113201"
"216053_x_at","FAM182A","284800"
"216063_at","HBBP1","3044"
"216073_at","ANKRD34C","390616"
"216084_at","FAM205B","389715"
"216085_at","ZNF562","54811"
"216099_at","HTR7P1","93164"
"216114_at","SLC35B4","84912"
"216119_s_at","SPEF1","25876"
"216136_at","DIP2B","57609"
"216153_x_at","ODF2L","57489"
"216159_s_at","SERPINA10","51156"
"216167_at","PPARGC1A","10891"
"216169_at","LOC100506054","100506054"
"216176_at","VWA9","81556"
"216184_s_at","RIMS1","22999"
"216193_at","HERC2P3","283755"
"216196_at","LOC440600","440600"
"216200_at","PLEKHM1P","440456"
"216209_at","LINC00939","400084"
"216216_at","CRX","1406"
"216223_at","CPN2","1370"
"216225_at","CT49","404663"
"216226_at","TAF4B","6875"
"216241_s_at","TCEA1","6917"
"216242_x_at","POLR2J3","548644"
"216250_s_at","LPXN","9404"
"216255_s_at","GRM8","2918"
"216262_s_at","TGIF2","60436"
"216264_s_at","LAMB2","3913"
"216265_x_at","MYH7","4625"
"216273_at","ZNF460","10794"
"216276_s_at","ADAM3A","1587"
"216299_s_at","XRCC3","7517"
"216301_at","LOC96610","96610"
"216302_at","HNRNPCL1","343069"
"216311_at","OVOL3","728361"
"216313_at","PCDHB17","54661"
"216323_x_at","TUBA3D","113457"
"216326_s_at","HDAC3","8841"
"216338_s_at","YIPF3","25844"
"216346_at","SEC14L3","266629"
"216347_s_at","PPP1R13B","23368"
"216350_s_at","ZNF10","7556"
"216354_at","ANKRD16","54522"
"216359_at","MUC7","4589"
"216360_x_at","RRP12","23223"
"216374_at","TSPY10","100289087"
"216391_s_at","KLHL1","57626"
"216393_at","C10orf12","26148"
"216404_at","ATXN8OS","6315"
"216407_at","VAC14","55697"
"216413_at","CYCSP52","360155"
"216414_at","HMGB3P1","128872"
"216417_x_at","HOXB9","3219"
"216428_x_at","KIR3DX1","90011"
"216429_at","RNF128","79589"
"216434_at","TTC38","55020"
"216438_s_at","TMSB4X","7114"
"216444_at","CASC14","729177"
"216453_at","ZNF287","57336"
"216458_at","PQLC3","130814"
"216459_x_at","TMEM127","55654"
"216463_at","TMEM236","653567"
"216468_s_at","ZNF682","91120"
"216476_at","OR7E91P","79315"
"216477_at","FTCD","10841"
"216479_at","RPL21P28","100131205"
"216481_at","GRIP2","80852"
"216483_s_at","C19orf10","56005"
"216507_at","TAPT1","202018"
"216522_at","OR2B6","26212"
"216524_x_at","ZYG11B","79699"
"216531_at","YY2","404281"
"216535_at","LOC100131825","100131825"
"216536_at","OR7E5P","219445"
"216539_at","ATXN3L","92552"
"216544_at","LOC100652931","100652931"
"216547_at","RPSAP58","388524"
"216549_s_at","TBC1D22B","55633"
"216552_x_at","KIR2DS4","3809"
"216553_x_at","TAPT1-AS1","202020"
"216559_x_at","HNRNPA1L2","144983"
"216572_at","FOXL1","2300"
"216574_s_at","RPE","6120"
"216576_x_at","FCRL5","83416"
"216579_at","GJB4","127534"
"216581_at","KRT18P55","284085"
"216582_at","POM121L2","94026"
"216587_s_at","FZD8","8325"
"216589_at","RPL10L","140801"
"216590_at","GNAT3","346562"
"216596_at","DKFZP434L187","26082"
"216598_s_at","CCL2","6347"
"216601_at","AOC4P","90586"
"216608_at","DKFZP434A062","26102"
"216615_s_at","HTR3A","3359"
"216617_s_at","MAG","4099"
"216620_s_at","ARHGEF10","9639"
"216626_at","TRIM4","89122"
"216629_at","PPIEL","728448"
"216659_at","LOC1720","1720"
"216666_at","LOC93432","93432"
"216667_at","ECRP","643332"
"216669_at","LINC00923","91948"
"216673_at","TTTY1B","100101116"
"216674_at","HES2","54626"
"216676_x_at","KIR3DL3","115653"
"216677_at","ZNF154","7710"
"216690_at","OR7C1","26664"
"216692_at","FBXO31","79791"
"216696_s_at","PRODH2","58510"
"216698_x_at","OR7E12P","10821"
"216699_s_at","KLK1","3816"
"216701_at","C1orf68","100129271"
"216711_s_at","TAF1","6872"
"216712_at","SLC25A30","253512"
"216722_at","VENTXP1","139538"
"216735_x_at","CAPN10-AS1","101752400"
"216736_at","TM6SF2","53345"
"216745_x_at","LOC100128531","100128531"
"216751_at","ZNF526","116115"
"216752_at","SLFN12L","100506736"
"216755_at","APTX","54840"
"216763_at","HORMAD2","150280"
"216778_s_at","CYLC1","1538"
"216781_at","KIAA1751","85452"
"216784_at","PLEKHM3","389072"
"216788_at","NT5DC3","51559"
"216793_x_at","NUGGC","389643"
"216802_at","LINC00865","643529"
"216806_at","RPSAP9","653162"
"216810_at","KRTAP4-7","100132476"
"216828_at","MLLT10P1","140678"
"216830_at","HERC2","8924"
"216844_at","POLR3A","11128"
"216846_at","KRTAP12-2","353323"
"216851_at","ITGA1","3672"
"216854_at","GDF11","10220"
"216858_x_at","LOC728752","728752"
"216873_s_at","ATP8B2","57198"
"216874_at","FGD5-AS1","100505641"
"216875_x_at","GINS3","64785"
"216878_x_at","HELZ2","85441"
"216881_x_at","PRB4","5545"
"216897_s_at","FAM76A","199870"
"216902_s_at","RRN3","54700"
"216903_s_at","MICU1","10367"
"216921_s_at","KRT35","3886"
"216931_at","LOC100130451","100130451"
"216950_s_at","FCGR1C","100132417"
"216951_at","FCGR1A","2209"
"216952_s_at","LMNB2","84823"
"216991_at","ZNF224","7767"
"216994_s_at","RUNX2","860"
"216998_s_at","ADAM5","255926"
"216999_at","PKHD1L1","93035"
"217009_at","PGK2","5232"
"217011_at","GBX1","2636"
"217013_at","AZGP1P1","646282"
"217018_at","PDSS2","57107"
"217031_at","KRT84","3890"
"217032_at","FOXD4L1","200350"
"217045_x_at","NCR2","9436"
"217066_s_at","DMPK","1760"
"217076_s_at","HOXD-AS1","401022"
"217080_s_at","HOMER2","9455"
"217102_at","NSUN4","387338"
"217113_at","AMACR","23600"
"217115_at","MKRN7P","7686"
"217122_s_at","SLC35E2B","728661"
"217123_x_at","PMCHL1","5369"
"217136_at","PPIAL4A","164022"
"217137_x_at","UGDH-AS1","100885776"
"217147_s_at","TRAT1","50852"
"217152_at","RNY3","6085"
"217164_at","SH2D4A","63898"
"217168_s_at","HERPUD1","9709"
"217192_s_at","PRDM1","639"
"217207_s_at","BTNL3","10917"
"217211_at","POTEJ","653781"
"217215_s_at","TEX33","339669"
"217225_x_at","NOMO1","23420"
"217226_s_at","SFXN3","81855"
"217231_s_at","MAST1","22983"
"217273_at","PRAMEF10","343071"
"217282_at","NMUR1","10316"
"217286_s_at","NDRG3","57446"
"217292_at","SRBD1","55133"
"217308_at","OR1F2P","26184"
"217316_at","OR7A10","390892"
"217317_s_at","HERC2P2","400322"
"217323_at","HLA-DRB6","3128"
"217325_at","KRT3","3850"
"217332_at","CTAGE11P","647288"
"217334_at","OR2J3","442186"
"217336_at","RPS10-NUDT3","100529239"
"217338_at","KRT19P2","160313"
"217340_at","RPL21P44","402176"
"217349_s_at","PRICKLE3","4007"
"217365_at","PRAMEF11","440560"
"217385_at","MAGEC2","51438"
"217393_x_at","UBE2NL","389898"
"217395_at","MT4","84560"
"217406_at","RGL4","266747"
"217421_at","PIWIL2","55124"
"217426_at","DSCC1","79075"
"217427_s_at","HIRA","7290"
"217436_x_at","HLA-J","3137"
"217440_at","MSANTD4","84437"
"217464_at","SNORA64","26784"
"217478_s_at","HLA-DMA","3108"
"217492_s_at","PTENP1","11191"
"217499_x_at","OR7E37P","100506759"
"217502_at","IFIT2","3433"
"217504_at","ABCA6","23460"
"217506_at","CPEB2","132864"
"217511_at","KAZALD1","81621"
"217513_at","MILR1","284021"
"217515_s_at","CACNA1S","779"
"217520_x_at","LOC283683","283683"
"217522_at","KCNV2","169522"
"217525_at","OLFML1","283298"
"217531_at","KLF8","11279"
"217536_x_at","ANKRD62","342850"
"217537_x_at","TMBIM4","51643"
"217541_x_at","ZNF816","125893"
"217545_at","MYH14","79784"
"217546_at","MT1M","4499"
"217547_x_at","ZNF675","171392"
"217551_at","OR7E14P","10819"
"217553_at","STEAP1B","256227"
"217562_at","FAM5C","339479"
"217571_at","RC3H1","149041"
"217573_at","HRASLS5","117245"
"217574_at","LOC392196","392196"
"217579_x_at","PLEKHA5","54477"
"217580_x_at","LIN7C","55327"
"217589_at","RAB40A","142684"
"217592_at","ZSWIM1","90204"
"217600_at","SCUBE3","222663"
"217604_at","QSOX2","169714"
"217605_at","USP27X","389856"
"217612_at","PALD1","27143"
"217615_at","GABPB1-AS1","100129387"
"217627_at","ZNF573","126231"
"217631_at","FBXL20","84961"
"217634_at","SVILP1","645954"
"217639_at","TMEM80","283232"
"217659_at","ULK4","54986"
"217661_x_at","SIX5","147912"
"217663_at","ZNF234","10780"
"217667_at","SEC14L1P1","729799"
"217679_x_at","MIR1273A","100302165"
"217681_at","WNT7B","7477"
"217692_at","MAGOH2","100506898"
"217715_x_at","SHOX","6473"
"217716_s_at","SEC61A1","29927"
"217719_at","EIF3L","51386"
"217720_at","CHCHD2","51142"
"217722_s_at","NGRN","51335"
"217723_x_at","H19","283120"
"217726_at","COPZ1","22818"
"217727_x_at","VPS35","55737"
"217728_at","S100A6","6277"
"217729_s_at","AES","166"
"217730_at","TMBIM1","64114"
"217731_s_at","ITM2B","9445"
"217733_s_at","TMSB10","9168"
"217734_s_at","WDR6","11180"
"217737_x_at","RTFDC1","51507"
"217740_x_at","RPL7A","6130"
"217742_s_at","WAC","51322"
"217743_s_at","TMEM30A","55754"
"217744_s_at","PERP","64065"
"217745_s_at","NAA50","80218"
"217746_s_at","PDCD6IP","10015"
"217748_at","ADIPOR1","51094"
"217749_at","COPG1","22820"
"217752_s_at","CNDP2","55748"
"217753_s_at","RPS26","6231"
"217754_at","DDX56","54606"
"217755_at","HN1","51155"
"217757_at","A2M","2"
"217758_s_at","TM9SF3","56889"
"217759_at","TRIM44","54765"
"217761_at","ADI1","55256"
"217762_s_at","RAB31","11031"
"217765_at","NRBP1","29959"
"217766_s_at","TMEM50A","23585"
"217767_at","C3","718"
"217768_at","C14orf166","51637"
"217769_s_at","POMP","51371"
"217770_at","PIGT","51604"
"217772_s_at","MTCH2","23788"
"217773_s_at","NDUFA4","4697"
"217774_s_at","TRMT112","51504"
"217775_s_at","RDH11","51109"
"217777_s_at","PTPLAD1","51495"
"217778_at","SLC39A1","27173"
"217779_s_at","PNRC2","55629"
"217780_at","WDR83OS","51398"
"217781_s_at","ZNF106","64397"
"217782_s_at","GPS1","2873"
"217784_at","YKT6","10652"
"217787_s_at","GALNT2","2590"
"217789_at","SNX6","58533"
"217790_s_at","SSR3","6747"
"217791_s_at","ALDH18A1","5832"
"217792_at","SNX5","27131"
"217793_at","RAB11B","9230"
"217794_at","PRR13","54458"
"217796_s_at","NPLOC4","55666"
"217797_at","UFC1","51506"
"217798_at","CNOT2","4848"
